Date,Depth (m),Vx (m/s),Vy (m/s),Salinity (psu),Temperature (C),Oxygen (mg/L),Oxygen Saturation (%),TSS (mg/L),Turbidity (NTU),Light (W/m2),PAR (W/m2),
15-03-2015 00:00:00,0.00,0.0000,0.0000,21.5104,25.8291,6.2911,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 04:00:02,0.00,-0.1624,-0.0105,17.9792,24.0983,5.4463,78.1820,12.0229,2.6421,2.2336,1.0051,
15-03-2015 08:00:03,0.00,0.0991,-0.0101,16.8223,23.4391,5.1793,78.1820,12.0229,2.6421,2.2336,1.0051,
15-03-2015 12:00:01,0.00,0.0237,-0.0031,17.4649,24.3473,5.5782,73.9420,11.1772,2.4819,380.6971,171.3137,
15-03-2015 16:00:01,0.00,-0.0353,-0.0073,17.8842,25.2844,6.0457,81.6850,11.3012,2.5142,514.4756,231.5140,
15-03-2015 16:00:01,-0.25,-0.0353,-0.0073,17.8842,25.2844,6.0457,81.6850,10.8759,2.4914,369.3912,166.2260,
15-03-2015 20:00:01,0.00,-0.0492,-0.0086,17.7252,25.0063,5.9404,79.7950,11.0888,2.4990,4.2306,1.9038,
15-03-2015 20:00:01,-0.25,-0.0492,-0.0086,17.7252,25.0063,5.9404,79.7950,11.0888,2.4990,3.1943,1.4374,
16-03-2015 00:00:01,0.00,-0.1684,-0.0205,17.5053,24.5022,5.7296,76.1785,10.7603,2.4676,0.0000,0.0000,
16-03-2015 00:00:01,-0.25,-0.1684,-0.0205,17.5053,24.5022,5.7296,76.1785,10.7603,2.4676,0.0000,0.0000,
16-03-2015 04:00:02,0.00,-0.1225,-0.0124,17.4379,23.7119,5.3828,70.5262,10.1722,2.4069,0.0000,0.0000,
16-03-2015 08:00:03,0.00,0.0811,0.0057,17.5209,23.4410,5.0248,65.5435,9.7426,2.3745,52.4131,23.5859,
16-03-2015 12:00:00,0.00,0.0294,0.0003,18.0905,24.3100,5.3734,71.4351,9.8407,2.4254,355.6188,160.0285,
16-03-2015 12:00:00,-0.25,0.0294,0.0003,18.0905,24.3100,5.3734,71.4351,9.8407,2.4254,284.6428,128.0893,
16-03-2015 16:00:02,0.00,-0.0058,-0.0163,18.1455,25.3649,5.9392,80.4809,10.0687,2.4576,673.6493,303.1422,
16-03-2015 16:00:02,-0.25,-0.0306,-0.0022,18.2070,25.3971,5.9085,80.1384,10.0503,2.4595,499.6069,224.8231,
16-03-2015 20:00:04,0.00,-0.0381,-0.0220,18.1797,24.8820,5.9903,80.4959,9.9603,2.4531,2.2459,1.0106,
16-03-2015 20:00:04,-0.25,-0.0474,-0.0052,18.4631,25.2107,5.9004,79.8814,9.9309,2.4646,1.6081,0.7236,
17-03-2015 00:00:00,0.00,-0.1625,-0.0368,17.9773,24.3444,5.7047,75.8377,9.5720,2.4085,0.0000,0.0000,
17-03-2015 00:00:00,-0.25,-0.1601,-0.0143,18.4073,24.8279,5.6095,75.4035,9.5412,2.4276,0.0000,0.0000,
17-03-2015 04:00:02,0.00,-0.1680,-0.0167,17.7829,24.0617,5.1471,68.0017,9.1199,2.3694,0.0069,0.0031,
17-03-2015 08:00:02,0.00,0.0175,0.0065,17.3463,23.0953,4.7761,64.8875,8.9938,2.3639,0.0000,0.0000,
17-03-2015 12:00:00,0.00,-0.0422,-0.0093,17.7919,24.7229,5.0335,67.2976,8.8019,2.3702,667.8550,300.5348,
17-03-2015 16:00:02,0.00,-0.1229,-0.0162,17.4573,25.4206,5.2204,70.5331,8.8333,2.3783,403.5870,181.6142,
17-03-2015 20:00:01,0.00,0.0424,0.0013,17.9346,25.0481,5.2986,71.3117,8.7266,2.3712,2.9898,1.3454,
17-03-2015 20:00:01,-0.25,0.0424,0.0013,17.9346,25.0481,5.2986,71.3117,8.5857,2.3602,2.2507,1.0128,
18-03-2015 00:00:02,0.00,-0.0964,-0.0294,17.7958,24.2810,5.3952,71.5672,8.6905,2.3708,0.0000,0.0000,
18-03-2015 00:00:02,-0.25,-0.1062,-0.0113,18.2300,24.7301,5.2999,71.0468,8.6397,2.3691,0.0000,0.0000,
18-03-2015 04:00:00,0.00,-0.1380,-0.0138,17.8312,23.7804,5.1739,68.0282,8.4968,2.3687,0.0000,0.0000,
18-03-2015 08:00:04,0.00,0.0747,0.0081,17.8140,23.2025,4.9159,63.9523,8.3289,2.3645,34.5628,15.5533,
18-03-2015 12:00:00,0.00,0.0151,-0.0009,18.4042,24.0625,5.0237,66.6093,8.2368,2.3480,483.6212,217.6295,
18-03-2015 12:00:00,-0.25,0.0151,-0.0009,18.4042,24.0625,5.0237,66.6093,8.1435,2.3389,372.7227,167.7252,
18-03-2015 16:00:03,0.00,-0.0905,-0.0093,18.4136,25.0876,5.3334,72.0274,8.2586,2.3495,572.6108,257.6748,
18-03-2015 20:00:02,0.00,0.1106,0.0101,18.4650,24.4911,5.5148,73.7106,8.2429,2.3472,1.6299,0.7334,
19-03-2015 00:00:00,0.00,-0.0570,-0.0088,18.9793,24.1817,5.2248,69.6527,8.0786,2.3263,0.0000,0.0000,
19-03-2015 00:00:00,-0.25,-0.0570,-0.0088,18.9793,24.1817,5.2248,69.6527,8.0786,2.3263,0.0000,0.0000,
19-03-2015 04:00:02,0.00,-0.1681,-0.0165,18.7109,23.7061,4.9616,65.4786,7.9652,2.3175,0.0000,0.0000,
19-03-2015 08:00:00,0.00,-0.0229,0.0228,18.3400,22.6346,4.6251,63.7187,7.9403,2.3183,0.1109,0.0499,
19-03-2015 12:00:03,0.00,-0.0029,-0.0077,18.7769,23.8109,4.5961,63.7187,7.9403,2.3183,0.1109,0.0499,
19-03-2015 16:00:04,0.00,-0.1690,-0.0155,18.6917,24.5960,4.6420,61.6746,7.8138,2.3044,605.4795,272.4658,
19-03-2015 20:00:00,0.00,0.1388,0.0039,18.5262,23.9836,4.8617,61.6746,7.8138,2.3044,605.4795,272.4658,
20-03-2015 00:00:02,0.00,-0.0670,-0.0116,19.0714,23.7309,4.5699,60.4617,7.7119,2.2841,0.0000,0.0000,
20-03-2015 04:00:04,0.00,-0.1585,-0.0143,18.9866,23.3420,4.4756,58.7693,7.6863,2.2891,0.0000,0.0000,
20-03-2015 08:00:02,0.00,0.0000,0.0000,18.8819,22.1047,4.4134,58.7693,7.6863,2.2891,0.0000,0.0000,
20-03-2015 12:00:03,0.00,0.0873,-0.0190,19.4083,23.6174,4.3337,58.7693,7.6863,2.2891,0.0000,0.0000,
20-03-2015 16:00:04,0.00,-0.2044,-0.0211,19.3981,25.2734,4.4211,61.5636,7.4881,2.2365,858.1564,386.1704,
20-03-2015 20:00:04,0.00,0.0251,0.0729,19.2441,24.6663,4.5252,61.5636,7.4881,2.2365,858.1564,386.1704,
21-03-2015 00:00:02,0.00,-0.0050,-0.0071,19.6079,24.3468,4.4479,59.6859,7.4085,2.2157,0.0000,0.0000,
21-03-2015 04:00:03,0.00,-0.1871,-0.0215,19.6775,24.1835,4.2953,57.4925,7.3545,2.2051,0.0000,0.0000,
21-03-2015 08:00:04,0.00,0.0580,0.0066,19.3981,22.4164,4.1939,57.3016,7.3506,2.2045,0.0000,0.0000,
