Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,05/08/1996 12:53:00,03/10/2019 12:30:00,609.000
SAL,15/08/1996 09:24:00,26/06/2019 11:47:22,640.000
WQ_DIAG_TOT_TMN,24/09/1997 08:30:00,15/08/2005 06:30:00,68.000
WQ_OGM_DON,22/06/2006 09:21:00,03/10/2019 12:30:00,299.000
WQ_NIT_NIT,04/06/1994 09:40:00,03/10/2019 12:30:00,677.000
WQ_DIAG_TOT_TKN,24/07/1995 09:02:00,03/10/2019 12:30:00,745.000
WQ_DIAG_TOT_TN,04/06/1994 09:40:00,03/10/2019 12:30:00,934.000
WQ_NIT_AMM,04/06/1994 09:40:00,03/10/2019 12:30:00,643.000
WQ_DIAG_OXY_OXY_SAT,11/09/1998 14:35:00,26/06/2019 11:47:22,323.000
WQ_OXY_OXY,01/08/1997 08:00:00,26/06/2019 11:47:22,353.000
WQ_DIAG_TOT_TP,04/06/1994 09:40:00,03/10/2019 12:30:00,903.000
WQ_CAR_PH,11/07/1996 18:08:00,26/06/2019 11:47:22,1040.000
WQ_PHS_FRP,04/06/1994 09:40:00,03/10/2019 12:30:00,450.000
TEMP,11/07/1996 18:08:00,26/06/2019 11:47:22,1706.000
TRC_SS1,15/05/1995 12:00:00,03/10/2019 12:30:00,756.000
WQ_OGM_POC,05/08/1996 12:53:00,03/10/2019 12:30:00,609.000
WQ_NCS_SS1,15/05/1995 12:00:00,03/10/2019 12:30:00,756.000
Na,28/05/1998 15:00:00,10/09/2008 11:32:00,7.000
SO4,09/05/2000 14:40:00,10/09/2008 11:32:00,5.000
Cloud,19/01/2006 15:00:00,19/01/2006 15:00:00,1.000
WQ_SIL_RSI,20/11/1995 09:25:00,15/08/2005 06:30:00,141.000
Wind_Dir,19/01/2006 15:00:00,19/01/2006 15:00:00,1.000
Wind_Speed,19/01/2006 15:00:00,19/01/2006 15:00:00,1.000
Flow,06/07/1996 00:00:00,29/06/2010 00:00:00,5110.000
minFlow,05/07/1996 00:00:00,29/06/2010 00:00:00,5111.000
Flow_ML,06/07/1996 00:00:00,29/06/2010 00:00:00,5110.000
Level,06/07/1996 00:00:00,29/06/2010 00:00:00,5110.000
